lmp,regmcp
38.50,0.00
23.27,0.00
25.28,0.00
31.55,0.00
40.66,0.00
44.32,0.00
37.74,0.00
36.56,0.00
34.65,42.76
28.74,38.58
20.89,25.69
24.05,2.05
21.67,0.00
22.46,0.00
22.84,0.00
22.05,0.00
22.08,0.00
21.67,8.75
21.21,9.45
20.23,1.54
18.79,52.45
18.38,4.77
18.57,0.00
19.32,0.00
27.02,0.00
36.04,0.00
33.57,0.00
35.85,0.00
34.87,0.00
38.71,0.00
17.88,0.00
35.66,0.00
34.61,26.92
31.83,41.45
30.36,40.70
17.86,4.66
23.77,0.00
19.79,0.00
19.68,0.00
18.98,0.00
19.43,0.00
19.48,1.52
19.73,13.45
28.09,0.70
45.19,0.00
33.76,0.00
41.97,0.00
40.98,0.00
36.63,0.00
26.83,0.00
30.61,0.00
32.72,1.22
38.68,0.11
31.19,26.55
28.50,2.94
32.26,0.00
26.41,26.83
16.19,22.70
9.95,42.45
15.12,4.83
16.38,0.00
12.49,0.00
11.35,0.00
8.95,0.00
14.23,10.70
20.03,18.35
38.14,21.56
24.97,1.86
32.19,0.00
22.39,1.11
21.04,0.11
20.90,0.00
27.80,0.00
27.17,25.31
22.59,2.30
30.07,0.29
34.27,1.16
29.37,41.21
28.71,5.38
25.47,0.00
22.59,8.68
20.89,54.14
21.03,14.64
24.92,0.72
19.85,0.00
18.71,0.00
18.54,0.00
18.94,0.00
19.24,0.00
20.87,6.27
20.14,11.38
19.82,1.96
20.09,0.00
19.97,0.00
21.56,1.67
32.02,0.00
21.30,0.00
21.16,0.00
12.01,0.00
20.98,0.00
32.97,82.81
37.27,63.99
37.27,3.14
32.25,0.00
24.43,21.83
19.80,11.41
19.81,35.16
19.58,3.14
19.95,0.00
19.51,0.00
19.54,0.00
19.19,0.00
19.30,0.00
19.64,6.79
20.16,11.03
20.47,1.91
19.49,0.00
18.90,0.00
19.05,0.00
18.70,0.00
19.00,0.00
19.07,0.00
16.97,0.00
18.13,0.00
18.90,0.00
18.89,0.00
23.48,0.00
22.95,0.00
22.95,30.65
19.97,15.96
18.26,31.94
20.62,2.97
24.13,0.00
16.63,0.00
18.51,0.00
18.23,0.00
19.06,0.00
24.35,9.53
17.92,12.49
18.02,1.76
17.28,0.00
13.59,0.00
11.96,0.00
16.35,0.00
18.30,0.00
17.95,0.00
17.25,0.00
18.17,0.00
24.82,0.00
32.12,0.00
35.85,0.00
25.04,0.00
28.53,18.53
19.53,5.14
19.57,40.47
19.15,3.66
18.46,0.00
17.83,0.00
17.46,0.00
17.41,0.00
16.93,0.00
15.89,3.02
14.91,7.32
11.99,42.38
3.32,3.80
7.93,0.00
9.78,1.67
11.34,0.00
12.37,0.00
13.36,0.00
8.08,0.00
10.45,9.04
21.83,1.48
37.98,0.00
27.66,0.00
33.15,0.00
26.03,0.00
17.16,6.39
15.48,26.69
18.22,13.15
16.52,1.46
14.57,0.00
16.84,0.00
16.56,0.00
15.29,0.00
14.38,104.21
8.46,42.11
14.56,2.32
15.98,0.00
15.85,0.00
16.14,3.33
16.18,0.00
17.72,0.00
17.21,0.00
16.15,0.00
26.18,0.00
50.03,0.00
35.29,0.00
36.51,0.00
34.13,0.00
31.07,0.00
26.19,8.07
22.98,54.60
24.06,5.25
18.47,0.00
18.94,0.00
17.40,0.00
17.45,0.00
17.70,9.31
26.58,84.75
36.35,26.19
36.84,28.41
22.97,2.58
20.71,44.65
19.50,4.06
19.70,3.05
19.20,0.76
19.70,6.50
21.78,7.95
33.30,102.77
48.33,56.85
76.24,69.42
62.28,127.31
44.04,11.01
36.22,24.89
29.40,26.29
26.45,22.78
27.07,24.21
25.78,0.00
22.33,0.00
20.27,0.00
20.07,0.00
19.44,9.17
23.85,10.81
20.53,14.33
19.32,2.59
18.32,0.25
16.63,9.16
15.05,0.83
18.82,3.73
19.55,0.34
19.52,3.79
20.46,4.15
21.86,4.15
27.21,10.00
37.32,38.37
35.13,41.72
28.75,6.96
35.40,29.00
30.84,12.73
39.55,17.99
22.62,0.00
24.04,0.00
20.53,0.00
20.45,0.00
20.64,0.00
35.22,12.60
38.16,10.34
41.39,31.19
36.99,6.64
23.58,0.00
21.92,0.00
21.69,0.00
19.92,9.94
19.55,0.90
21.01,7.58
22.22,8.55
24.58,8.72
31.74,13.75
24.41,12.43
32.85,25.12
36.62,39.01
28.68,24.04
26.81,28.73
30.49,24.16
24.06,51.71
41.45,0.00
28.90,0.00
29.08,0.00
36.77,0.00
26.87,5.23
24.94,2.11
32.04,18.73
22.12,11.82
22.96,1.58
28.63,1.22
21.90,0.22
21.06,0.00
21.23,0.00
21.39,0.00
21.10,0.00
30.34,0.00
35.06,0.00
31.80,0.00
30.33,0.00
29.00,0.00
27.09,0.00
26.68,10.43
32.77,13.00
39.43,4.98
19.86,0.00
19.38,0.00
32.39,0.00
27.61,0.00
21.68,8.48
29.94,48.61
21.33,18.49
30.62,0.91
33.14,0.00
20.42,0.00
19.25,0.00
19.62,0.00
23.01,0.00
25.41,1.11
21.09,0.11
21.44,0.00
22.80,0.00
19.81,0.00
20.39,0.00
19.99,0.00
19.95,0.00
20.89,46.58
18.73,16.58
18.80,0.97
17.91,0.00
17.53,0.00
17.78,0.00
17.86,0.00
17.48,0.00
17.27,10.23
16.86,12.19
16.18,32.00
15.00,2.82
16.04,0.00
16.37,0.00
16.71,0.00
16.99,0.00
15.91,0.00
14.44,0.00
15.76,0.00
16.06,0.00
16.40,0.00
16.83,0.00
19.32,0.00
20.80,0.00
21.39,37.80
17.20,11.79
16.74,14.23
16.02,1.23
14.59,0.00
15.17,0.00
14.23,0.00
13.93,0.00
14.06,82.38
14.11,24.90
17.69,14.98
18.18,1.28
27.80,0.00
26.77,0.00
19.96,0.00
16.40,0.00
3.87,43.52
-10.84,3.96
8.44,0.00
14.97,0.00
16.43,0.00
15.30,0.00
15.10,0.00
18.47,0.00
14.64,6.87
14.39,19.82
13.01,1.74
12.64,0.00
11.65,0.00
11.13,0.00
11.03,0.00
8.18,58.39
14.52,17.60
11.69,14.13
11.31,21.04
11.54,2.73
16.23,0.00
17.21,0.00
18.66,9.61
19.57,4.27
21.95,35.81
21.65,7.11
19.68,0.71
18.94,7.23
18.68,0.66
19.52,0.00
19.56,0.00
20.15,0.00
19.76,10.94
17.07,10.15
16.89,1.61
18.32,0.00
18.85,0.00
18.70,0.00
19.34,0.00
16.94,8.18
17.67,11.30
18.21,9.37
16.75,70.40
16.49,6.15
19.20,0.00
34.17,0.00
21.67,0.00
20.77,0.00
26.96,35.30
20.41,7.85
19.54,0.00
18.77,6.95
18.26,0.70
19.17,0.00
19.23,0.00
20.95,0.00
22.99,9.53
26.44,13.97
21.50,23.55
28.08,0.00
25.67,0.00
21.57,0.00
24.58,0.00
29.46,9.53
34.42,21.42
22.97,12.12
20.13,7.46
19.76,1.66
21.89,0.00
29.20,0.00
22.59,0.00
21.23,0.00
20.52,11.22
19.69,2.24
18.67,0.11
19.06,3.60
19.78,0.72
21.98,0.00
21.43,0.00
22.13,0.00
22.57,46.85
20.86,19.07
22.86,1.06
20.76,0.00
19.88,0.00
19.38,0.00
19.84,0.00
19.64,9.25
19.98,45.60
19.48,14.59
18.70,15.93
18.00,2.72
19.82,16.04
20.58,5.21
20.08,3.16
20.16,0.26
21.11,2.64
20.82,4.62
20.56,11.94
30.01,11.30
41.24,125.59
40.73,23.58
29.24,0.09
24.22,48.65
22.60,27.15
14.43,10.36
18.86,1.38
18.25,0.00
24.11,0.00
23.91,0.00
25.41,0.00
27.27,10.25
31.88,28.43
38.90,34.34
43.25,88.44
49.36,8.29
50.75,0.00
62.46,0.00
27.31,0.00
8.06,3.76
17.05,9.60
36.12,26.59
35.83,2.38
30.81,0.00
29.24,0.00
24.36,0.00
30.05,0.00
40.35,0.00
40.58,68.79
33.23,45.65
32.91,3.58
25.72,0.00
21.78,0.00
22.73,0.00
22.76,0.00
23.15,0.00
22.75,9.54
20.81,11.99
20.58,67.81
27.81,13.17
38.05,0.00
34.73,0.00
31.30,0.00
23.05,0.00
20.74,0.00
21.01,0.00
20.59,0.00
31.27,0.00
40.41,0.00
42.97,0.00
39.02,0.00
34.07,0.00
27.55,34.46
29.98,12.13
22.95,8.12
21.88,0.66
21.34,0.00
20.62,0.00
20.58,0.00
20.37,0.00
19.89,0.15
16.18,9.76
15.56,0.97
13.12,0.00
-50.68,0.00
13.19,2.50
15.70,0.00
20.30,0.00
21.55,0.00
20.27,0.00
29.59,0.00
23.53,32.41
23.86,35.61
25.40,5.94
27.97,26.32
29.92,2.39
23.51,6.91
21.33,15.31
20.71,1.27
22.25,0.00
21.95,0.00
21.13,0.00
21.34,0.00
21.04,85.73
21.20,78.62
50.16,37.38
25.60,3.59
42.25,0.00
33.52,0.00
27.93,0.83
40.92,1.22
35.68,0.11
31.02,83.07
25.61,28.90
37.64,1.37
32.06,11.09
35.66,4.25
60.08,1.80
43.57,0.00
45.30,0.00
42.34,107.17
33.20,31.58
33.78,1.90
53.15,0.00
30.65,0.00
29.86,0.00
29.24,0.00
30.86,7.05
27.85,8.82
27.44,8.82
28.51,0.26
26.19,0.00
34.65,0.00
33.83,0.83
36.92,0.00
51.93,0.00
57.13,10.72
120.85,116.25
68.43,53.05
412.97,267.87
746.72,78.55
246.60,0.00
186.39,0.00
123.44,0.00
58.56,12.80
49.79,21.94
39.20,3.66
35.98,0.00
33.99,0.00
32.86,0.00
32.62,0.00
32.13,16.15
30.46,19.09
32.98,15.81
33.24,14.57
34.80,0.00
37.75,0.00
44.09,1.67
43.65,1.92
44.70,0.48
64.36,16.48
86.08,47.84
83.34,4.20
61.33,30.44
55.25,34.23
48.38,15.26
45.52,1.94
48.48,19.77
39.09,11.74
36.54,11.24
34.08,18.27
32.64,3.09
31.09,0.00
28.70,0.00
23.82,0.00
8.83,19.69
9.13,20.52
27.73,18.04
28.63,14.73
34.89,2.35
35.07,0.00
37.01,0.00
37.77,13.55
42.55,2.27
70.15,31.75
65.06,25.43
76.78,12.40
67.01,75.02
116.54,56.23
76.89,60.98
86.10,4.89
63.21,43.24
44.24,36.76
43.09,25.30
48.49,35.50
35.41,16.28
33.00,7.17
31.45,0.00
31.29,0.00
30.63,12.65
32.75,15.83
33.09,10.30
31.86,13.95
31.86,2.63
29.86,0.00
30.94,6.45
45.34,19.91
38.02,39.67
49.71,17.81
55.16,22.26
57.10,55.33
53.08,33.50
30.09,13.24
31.99,10.42
30.75,1.75
28.49,6.34
28.17,9.99
29.52,11.89
25.79,16.02
34.47,1.43
40.90,0.00
30.65,0.00
29.30,0.00
28.57,0.00
27.22,10.85
28.16,11.55
28.95,10.13
32.24,1.67
27.17,0.00
27.60,0.00
29.35,0.05
29.25,0.00
42.53,0.00
34.70,0.00
30.90,0.00
27.62,0.00
25.54,0.00
25.21,0.00
25.38,0.03
25.02,0.00
24.06,15.73
23.45,8.96
24.03,7.05
24.21,0.56
23.87,12.32
23.08,2.74
21.93,0.00
21.72,0.00
21.66,10.75
22.34,12.90
23.93,2.00
24.17,0.02
26.29,54.74
24.28,9.95
23.91,0.02
24.32,0.00
26.21,26.21
38.48,2.91
39.56,0.00
46.62,33.15
32.87,6.63
33.38,0.00
43.45,0.05
30.55,0.00
31.00,19.58
25.76,12.60
28.93,0.93
47.49,0.00
26.02,0.00
26.77,0.00
43.70,0.00
26.81,6.13
25.02,11.44
26.31,7.95
24.95,48.94
24.16,5.22
24.36,0.00
25.17,0.03
25.69,0.00
25.19,0.00
25.12,0.00
23.95,0.00
23.23,0.00
23.77,5.23
23.10,1.93
23.70,0.00
24.69,0.02
24.15,0.00
23.21,8.45
23.25,7.57
22.97,1.24
22.60,0.00
21.45,0.00
21.10,0.00
21.52,0.00
21.03,41.07
21.86,17.44
22.69,19.71
22.92,3.60
23.11,0.03
24.02,0.00
24.83,1.70
28.07,0.00
25.84,0.00
26.11,1.22
24.02,0.22
31.69,1.00
57.25,11.07
64.95,1.00
40.97,0.00
30.29,0.02
32.93,0.00
33.57,22.43
38.30,29.41
26.36,3.79
25.40,0.00
24.39,0.00
23.00,0.00
21.39,0.00
21.50,10.50
24.30,42.90
25.50,13.70
24.91,1.53
25.85,0.03
25.67,0.00
28.04,0.83
28.74,0.05
41.74,0.00
43.07,0.00
37.26,0.00
70.96,17.88
126.99,324.93
55.04,58.77
48.84,0.00
41.49,0.02
36.00,0.00
31.15,88.46
29.21,49.03
33.18,5.67
29.03,0.00
28.23,0.00
25.98,0.00
26.93,0.00
25.15,8.99
25.68,9.28
25.82,26.57
24.67,10.58
23.98,1.17
23.73,0.00
24.39,0.00
25.94,0.05
28.36,0.00
27.61,13.85
30.80,18.62
34.86,12.99
34.60,14.91
35.78,2.98
34.61,79.63
33.17,7.95
33.57,26.65
30.32,20.29
24.84,15.22
34.54,2.19
39.40,0.00
34.56,0.00
26.96,0.00
23.84,0.00
29.83,28.04
47.85,51.84
31.29,20.07
30.66,116.69
28.52,11.41
24.80,0.00
24.27,0.00
24.62,0.02
24.65,0.00
26.24,0.00
26.93,0.00
44.91,0.00
38.38,48.44
46.99,16.10
38.34,0.00
39.44,0.02
51.58,0.00
24.91,8.21
22.03,12.07
24.16,1.59
25.11,0.00
25.19,0.00
24.54,0.00
22.66,0.00
27.78,0.00
28.02,8.93
26.97,52.97
26.42,19.65
51.85,1.93
32.97,0.00
31.21,0.00
35.86,0.02
22.36,0.00
24.05,0.00
21.91,0.00
23.58,32.43
21.47,12.97
21.37,0.00
25.46,0.00
26.00,0.05
26.40,0.00
32.03,32.13
49.48,103.83
89.24,119.92
36.33,18.70
25.94,13.18
21.85,1.32
26.92,0.00
26.33,0.00
21.69,9.15
22.15,11.39
29.47,1.89
33.20,0.02
35.99,0.00
48.11,0.00
42.93,0.03
44.58,0.00
38.50,40.10
42.61,8.02
31.34,0.00
25.64,0.00
24.08,0.00
22.86,0.00
24.87,1.14
22.76,0.11
23.55,0.00
23.65,6.08
25.75,12.34
28.30,133.33
23.30,99.23
22.82,7.93
23.70,10.38
22.09,10.42
22.41,9.39
22.93,29.98
23.88,9.67
22.77,1.23
21.83,0.00
22.63,8.33
22.64,53.34
23.60,71.67
29.13,15.03
23.07,10.33
26.45,18.95
28.54,15.46
34.15,18.58
47.53,156.29
46.67,45.67
43.16,70.48
30.00,27.46
30.61,13.43
22.46,11.54
23.15,1.91
21.92,0.00
21.83,0.00
22.80,0.00
24.87,18.88
24.32,28.95
22.23,16.34
22.57,11.89
22.07,31.72
22.48,2.96
23.50,0.83
26.30,46.64
34.31,4.24
40.50,63.97
31.18,14.31
36.55,9.82
41.43,22.36
45.26,64.17
49.03,61.49
35.33,69.71
33.87,85.89
31.16,35.63
24.05,27.29
27.84,1.89
23.41,0.00
21.07,0.00
22.14,0.00
23.43,0.00
24.25,10.73
21.23,8.51
22.78,11.03
23.82,3.02
23.70,0.02
21.40,0.00
22.09,74.57
22.11,11.53
31.40,0.00
34.26,16.19
35.70,16.56
30.96,16.82
36.75,31.68
41.91,36.57
43.81,5.68
37.28,0.03
36.26,31.70
37.65,18.68
34.82,15.53
43.14,83.46
23.64,7.32
21.49,0.00
21.35,0.00
23.13,0.00
23.86,0.00
23.50,7.60
23.92,7.53
22.67,8.76
23.92,0.84
22.10,0.00
23.35,0.83
34.99,0.02
29.80,0.00
38.39,0.00
40.98,0.00
33.72,0.00
37.31,0.00
37.18,0.00
34.25,0.00
43.56,0.05
47.07,115.38
45.09,61.43
30.51,29.03
39.22,7.33
26.15,0.00
32.78,0.00
30.61,0.00
30.00,0.00
34.67,24.95
34.58,20.10
27.19,19.64
26.57,1.65
31.97,0.03
29.26,0.00
27.69,0.83
25.44,0.03
25.19,0.00
41.27,0.00
49.60,57.94
135.36,76.16
194.52,151.05
49.62,59.72
48.66,77.27
46.48,6.69
45.71,29.09
34.30,13.70
30.06,28.08
37.85,8.36
51.31,178.93
39.21,65.87
23.78,3.33
22.42,0.00
68.71,0.00
38.26,54.60
30.82,54.40
28.38,20.50
30.27,3.32
23.86,0.00
29.57,0.00
26.07,0.02
36.40,0.00
29.60,0.00
31.85,0.00
41.57,30.59
51.02,36.12
56.09,37.68
56.08,3.17
66.39,14.72
45.95,1.45
33.63,19.44
31.67,42.06
36.13,40.32
27.80,0.00
28.77,0.00
25.60,0.00
27.49,0.00
28.24,0.00
26.81,6.08
25.49,7.03
24.51,16.49
20.87,4.00
21.46,0.22
23.76,1.67
30.67,0.05
29.24,0.00
31.93,1.11
47.23,0.33
57.12,0.00
88.17,0.00
221.25,"1,044.14"
105.79,179.37
58.96,25.43
49.92,64.32
30.24,16.78
30.29,12.78
33.46,19.69
28.45,3.53
29.38,0.00
29.54,0.00
32.88,0.00
32.27,10.14
30.01,8.75
28.82,10.07
33.36,20.78
33.38,19.04
42.85,1.42
30.46,11.67
53.51,32.02
55.49,8.91
70.15,53.29
104.17,40.75
204.99,36.42
274.46,"1,043.82"
494.27,537.95
373.50,459.39
257.61,413.16
139.13,94.64
40.21,34.30
32.59,22.99
74.85,58.02
46.56,59.07
38.86,4.88
47.75,0.00
29.79,0.00
29.35,8.49
39.91,25.56
43.25,32.56
42.92,43.23
54.20,21.16
56.26,2.84
52.12,52.53
30.76,15.82
40.10,8.12
84.20,70.44
70.50,45.85
68.15,38.63
68.88,26.06
57.01,40.80
55.98,21.08
64.38,71.28
64.84,50.35
35.14,40.85
36.16,63.77
39.71,16.61
33.94,19.57
31.50,2.60
32.86,0.00
28.53,12.56
35.81,20.24
36.61,12.08
42.29,33.39
42.95,72.91
35.56,57.37
43.14,1.84
76.68,1.67
90.67,85.35
64.31,72.86
59.36,30.06
71.99,43.77
71.25,44.77
59.42,47.60
78.44,22.18
89.65,23.50
88.36,27.28
78.50,41.09
42.59,24.58
29.40,18.84
39.26,20.46
79.92,185.19
34.05,33.37
33.95,0.00
67.61,34.04
48.18,47.40
41.32,24.35
51.65,32.66
43.62,26.45
33.51,12.37
27.66,1.11
25.83,9.61
27.64,76.08
30.60,33.42
43.32,18.15
52.46,19.50
58.58,24.58
143.47,46.07
75.28,65.12
64.73,62.99
59.24,114.87
42.12,36.31
36.17,33.04
31.03,12.32
28.61,17.50
27.74,46.49
35.37,28.44
34.45,24.24
33.87,10.02
31.05,11.63
36.66,63.62
42.38,28.19
34.16,23.34
26.44,2.00
28.74,0.00
51.56,16.44
44.37,18.59
34.17,37.38
28.88,20.25
27.93,14.97
59.07,78.87
73.15,57.99
73.31,83.77
68.13,54.88
62.41,20.43
50.43,38.88
47.95,41.13
67.21,79.39
35.74,36.97
44.55,99.10
33.76,91.32
26.67,7.37
30.35,0.00
30.61,0.00
32.36,16.72
35.44,16.14
34.90,10.90
29.13,0.89
33.54,0.00
31.11,1.67
33.15,0.05
36.25,0.00
26.82,0.00
27.15,0.00
40.99,48.61
45.65,105.97
65.95,87.92
59.58,6.75
49.98,39.18
47.57,23.17
41.81,36.00
33.35,45.90
41.12,50.87
30.02,9.28
26.22,22.33
25.87,2.79
25.07,8.24
22.94,0.82
22.50,18.59
21.60,10.94
21.19,20.43
22.96,3.33
25.82,0.00
27.24,0.83
28.79,0.02
29.08,0.00
27.89,1.22
28.05,0.22
43.72,0.00
52.34,26.74
140.78,4.83
74.75,0.00
40.20,0.05
38.75,24.97
33.94,106.79
28.73,24.78
116.00,213.44
43.97,18.53
30.77,0.00
31.46,0.00
31.78,0.00
29.05,8.08
26.68,9.02
27.21,15.82
29.21,15.80
29.75,10.57
32.27,1.74
45.27,36.62
65.93,41.47
47.73,18.27
91.58,54.05
99.30,44.34
65.81,33.38
50.59,36.38
55.78,19.88
85.13,30.13
245.73,367.94
58.00,59.51
42.50,31.11
53.87,24.87
78.43,19.18
218.37,153.21
105.46,13.80
55.15,53.85
31.87,4.90
43.81,11.96
44.40,22.87
73.46,48.73
37.04,22.88
26.72,9.27
33.71,12.66
35.36,22.21
35.53,15.32
40.32,20.22
48.79,21.77
50.84,43.36
82.74,44.84
107.73,42.56
254.25,363.50
63.43,339.89
73.16,117.18
57.22,39.58
58.77,29.52
74.59,42.41
85.79,87.17
46.43,40.52
33.57,2.87
30.95,0.00
28.04,11.60
25.77,12.24
28.54,11.22
28.50,17.08
27.06,18.53
27.03,1.30
33.52,0.00
38.76,26.15
40.31,11.09
39.80,19.77
37.75,8.72
52.62,7.63
170.66,18.75
62.09,20.61
45.22,36.58
50.76,24.13
50.05,25.50
43.33,28.52
29.71,13.12
33.22,15.83
39.71,11.06
30.57,16.86
49.71,30.68
31.98,2.65
38.78,12.13
62.42,37.49
46.82,25.78
53.99,44.21
50.69,35.35
37.22,76.59
33.91,14.20
28.35,1.67
28.76,24.33
26.82,30.70
28.18,13.88
46.28,10.57
32.07,16.07
48.68,40.01
29.34,19.57
34.75,19.96
38.66,113.62
34.51,52.27
26.56,19.41
25.19,12.13
23.18,16.08
24.25,2.83
24.45,0.00
24.45,0.00
24.45,0.00
24.45,0.00
24.66,0.00
22.46,15.87
22.56,19.74
23.13,2.65
21.74,0.11
22.98,0.83
23.12,0.02
23.97,0.00
27.89,14.73
23.65,17.17
24.95,17.60
28.72,18.14
34.09,19.44
43.70,19.14
35.27,84.46
42.22,43.22
31.82,34.72
23.42,30.74
23.84,7.54
23.10,5.67
23.67,5.70
20.78,0.58
20.95,0.00
22.26,0.00
20.01,15.78
19.64,110.94
20.51,15.63
20.68,0.62
22.81,0.00
26.69,0.83
24.72,1.79
23.90,0.18
23.82,46.05
30.74,28.19
49.00,57.78
36.45,27.87
38.61,97.84
40.96,30.54
41.77,110.79
40.82,10.08
40.10,30.55
35.43,30.55
33.71,30.27
26.22,5.00
25.98,21.27
25.05,23.13
24.16,23.25
23.80,24.01
23.69,14.35
22.66,7.65
21.57,17.00
20.35,2.99
20.52,0.00
22.21,12.41
37.01,1.07
47.45,0.00
30.66,0.00
29.56,0.00
39.41,0.00
41.12,34.29
47.38,3.82
53.09,0.00
46.20,102.70
47.26,67.04
40.59,78.13
35.53,41.53
29.17,11.22
26.02,108.55
26.64,9.82
25.32,0.00
25.41,0.00
25.64,8.84
25.27,10.69
31.46,17.23
31.67,18.40
42.03,113.56
45.54,10.20
52.28,123.67
37.43,31.86
33.05,2.35
48.65,22.59
56.79,24.08
59.13,31.33
42.82,11.67
44.86,55.58
60.24,32.96
57.77,10.57
37.48,91.71
53.21,42.88
43.53,29.25
33.39,38.66
32.96,3.30
34.41,0.00
33.62,0.00
31.98,0.00
29.04,68.89
31.23,22.85
36.03,21.23
33.56,51.17
30.96,5.95
31.53,0.22
29.66,0.83
28.74,28.39
29.77,29.56
31.21,13.86
30.84,12.08
27.21,16.35
29.58,18.43
34.66,19.79
59.68,49.10
39.34,18.13
33.45,21.23
29.13,19.26
27.91,13.88
32.01,29.35
27.08,2.75
29.92,0.00
27.97,0.00
29.97,0.00
36.18,24.40
32.00,14.49
31.88,29.69
32.86,14.46
36.01,28.55
36.67,10.49
35.35,0.83
41.83,41.56
33.63,29.62
30.70,13.39
30.31,11.36
34.55,10.37
31.95,9.54
31.66,9.85
40.86,28.41
38.51,81.56
31.81,35.31
31.78,12.94
28.62,18.52
25.67,21.17
28.05,1.77
25.02,0.00
24.37,0.00
25.32,115.45
31.93,27.68
27.12,13.29
40.03,15.01
42.41,10.81
49.77,1.75
34.56,0.00
44.13,0.00
39.77,0.05
33.85,0.00
30.16,28.58
29.15,15.13
27.10,16.25
28.73,17.24
28.64,52.32
29.76,28.61
27.96,32.90
26.16,17.43
26.53,20.81
25.93,11.54
26.84,19.11
24.22,1.71
22.11,0.00
20.59,0.00
19.80,0.00
22.04,5.09
21.75,8.55
21.92,13.90
19.98,18.60
19.83,40.38
20.01,3.73
20.60,0.00
20.49,5.52
21.53,3.96
25.15,7.04
24.74,16.22
27.59,18.43
30.97,17.89
27.98,19.71
36.36,28.65
30.72,21.85
34.97,36.68
27.82,18.23
27.02,17.02
27.12,2.04
23.45,19.12
22.74,1.91
21.91,0.00
21.42,0.00
21.59,0.00
21.60,10.69
21.18,7.14
20.48,18.18
20.77,1.60
21.10,0.00
21.78,0.00
23.01,0.03
23.89,0.00
26.07,0.00
38.38,0.00
31.91,57.27
37.42,71.48
38.53,34.62
35.51,2.84
36.94,0.03
28.36,0.00
33.76,11.98
26.76,8.13
25.01,8.08
23.11,1.83
21.54,0.00
21.29,0.00
20.57,78.54
19.92,7.14
19.69,15.83
19.95,9.10
19.41,17.96
19.25,1.58
21.31,0.00
23.58,0.00
28.29,0.02
29.07,0.00
28.28,0.00
31.64,0.00
27.00,0.00
26.76,0.00
28.38,0.00
30.87,0.00
41.20,0.03
32.40,20.75
30.04,26.62
27.44,11.89
31.00,22.74
26.25,21.01
31.61,31.52
27.41,2.71
28.63,16.63
29.04,10.41
35.32,33.48
24.47,21.22
29.86,81.57
29.06,31.65
29.84,6.32
26.87,15.23
33.14,19.08
30.05,45.68
31.28,27.74
28.72,19.21
28.41,8.69
26.40,15.18
29.77,20.95
32.29,36.04
31.65,2.87
28.96,7.72
29.83,27.28
27.42,12.36
32.34,11.27
33.19,1.88
67.45,0.00
30.10,0.00
31.92,0.00
27.30,7.97
32.81,14.22
41.11,12.40
45.52,15.85
64.88,4.49
64.99,0.00
43.40,152.39
35.99,56.84
43.19,139.93
60.09,71.87
59.96,26.06
74.96,46.19
76.86,53.32
205.18,118.47
211.93,190.35
77.64,33.42
38.63,135.11
43.09,72.75
37.61,32.37
39.31,14.37
84.36,7.63
39.70,0.00
45.99,0.00
32.85,0.00
69.29,114.00
39.57,49.13
48.63,17.03
43.24,11.70
71.67,1.87
65.41,0.00
57.93,0.83
44.87,0.02
70.85,0.00
99.24,14.53
130.88,13.38
100.55,121.82
94.29,64.20
68.79,79.36
177.64,185.04
126.10,128.44
53.00,41.01
44.50,30.55
51.43,24.12
51.11,38.71
32.30,12.38
30.66,15.55
31.11,1.28
34.31,0.00
30.35,14.83
41.24,17.70
52.45,30.24
43.79,3.79
47.56,31.61
38.48,24.96
58.64,1.99
106.71,44.21
73.15,111.70
79.97,37.89
92.45,42.13
253.48,34.40
"1,098.95",436.95
"2,092.93","2,372.17"
657.81,"1,526.86"
295.70,460.87
193.95,263.04
93.21,156.42
41.62,44.72
33.17,23.91
29.91,20.80
34.49,3.46
29.95,0.00
30.07,0.00
31.33,15.13
41.03,25.32
38.66,31.06
34.25,20.03
29.00,17.51
47.98,17.54
87.02,75.13
70.98,73.70
75.33,102.05
62.11,37.38
75.60,108.48
273.34,415.99
62.84,64.05
37.37,40.25
39.53,11.10
61.51,33.81
40.12,22.93
32.50,18.86
33.87,31.55
42.48,26.41
38.12,92.05
44.81,46.12
33.84,29.17
33.42,2.32
32.84,0.00
36.90,6.23
33.23,20.48
34.48,28.24
35.71,31.90
33.08,5.27
30.56,0.00
42.14,26.84
35.52,2.67
38.04,0.00
39.26,0.00
56.34,2.44
43.04,23.70
29.22,18.29
39.63,41.43
31.30,35.92
28.69,21.65
27.27,28.72
25.48,36.49
26.73,18.53
30.27,42.81
42.80,34.93
41.35,2.68
29.29,0.00
31.99,0.00
38.10,21.19
96.83,43.20
32.96,16.05
27.61,1.12
28.22,8.75
27.26,19.34
27.57,13.78
27.60,3.00
32.96,18.73
28.91,15.46
27.19,9.97
29.41,4.49
25.07,14.66
23.78,21.82
26.54,13.37
25.68,12.40
25.40,17.95
24.88,16.22
23.11,9.47
21.72,16.38
23.06,3.01
22.82,0.00
22.73,0.00
22.38,12.76
22.63,13.95
23.36,10.35
23.09,12.39
24.02,8.07
24.95,7.63
23.17,17.00
23.53,9.02
25.26,6.30
38.71,17.17
45.10,17.34
31.22,8.88
52.20,19.87
37.08,27.65
33.52,23.18
43.54,29.92
47.97,29.29
34.06,19.11
35.83,24.79
32.31,13.52
32.36,39.94
27.93,15.88
25.94,21.41
29.10,0.00
39.58,14.08
45.02,20.23
